metric_name	Entire Run	50918036C_HPSID_002_L1	50918124C_HPSID_004_L1	50918402C_HPSID_005_L1	50918538C_HPSID_006_L1	50918870C_HPSID_007_L1	50918871C_HPSID_008_L1	50918872C_HPSID_010_L1	50918873C_HPSID_011_L1	50919226C_HPSID_012_L1	50919228C_HPSID_013_L1	50919229C_HPSID_014_L1	50919232C_HPSID_015_L1	50919286C_HPSID_016_L1	50919291C_HPSID_017_L1	50919762C_HPSID_018_L1	50919764C_HPSID_019_L1	50919765C_HPSID_020_L1	50921887C_HPSID_021_L1	50921888C_HPSID_022_L1	50921890C_HPSID_023_L1	50921891C_HPSID_024_L1	50921894C_HPSID_025_L1	50922308C_HPSID_026_L1	50922842C_HPSID_027_L1	50922843C_HPSID_028_L1	50922845C_HPSID_029_L1	50923318C_HPSID_030_L1	50923325C_HPSID_031_L1	50923326C_HPSID_032_L1	50923328C_HPSID_033_L1	50923756C_HPSID_034_L1	50923758C_HPSID_035_L1	50923759C_HPSID_036_L1	50923760C_HPSID_037_L1	50923762C_HPSID_038_L1	50924230C_HPSID_039_L1	50924575C_HPSID_042_L1	50924582C_HPSID_043_L1	50924600C_HPSID_044_L1	50925090C_HPSID_046_L1	50925091C_HPSID_047_L1	50925093C_HPSID_048_L1	50925096C_HPSID_050_L1	50925512C_HPSID_051_L1	50925513C_HPSID_052_L1	50925514C_HPSID_053_L1
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/19/phred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/19/spanning_reads	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/19/total_reads	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/deletion_error_rate	NA	0.008450%	0.004958%	0.018532%	0.120012%	0.226916%	0.051984%	0.006167%	0.022253%	0.278365%	0.011484%	0.071757%	0.011056%	0.000000%	0.330626%	0.000000%	0.217470%	0.025079%	0.009355%	0.008163%	0.016744%	0.133393%	0.219202%	0.099206%	0.026395%	0.236607%	0.035687%	0.000000%	0.006670%	0.204750%	0.238095%	0.034645%	0.054054%	0.143885%	0.005516%	0.530786%	0.003057%	0.063989%	0.101833%	0.309598%	0.128086%	0.240391%	0.040123%	0.033307%	0.033752%	0.043290%	0.265957%
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/discordant_reads	NA	335	309	437	62	132	152	281	586	2696	286	109	461	190	381	20	94	443	521	258	606	397	73	95	540	3306	358	422	1115	70	56	461	98	27	297	33	482	629	55	57	364	1513	189	223	283	164	87
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/effective_reads	NA	23668	20171	26980	3333	5729	11542	16216	35950	134356	17415	6968	27134	11980	17240	387	2759	23924	32069	12251	35833	17992	2281	6048	34097	168634	22417	28439	59969	2442	1260	20205	3700	695	18128	942	32717	32818	1964	2584	17176	69886	7477	15012	14814	6930	2632
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/effective_reads_with_deletion	NA	2	1	5	4	13	6	1	8	374	2	5	3	0	57	0	6	6	3	1	6	24	5	6	9	399	8	0	4	5	3	7	2	1	1	5	1	21	2	8	22	168	3	5	5	3	7
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/effective_reads_with_insertion	NA	1	1	1	4	6	1	0	6	141	1	6	2	0	19	0	3	1	1	0	4	9	2	1	1	182	1	0	0	4	0	6	1	0	0	1	2	7	0	3	6	63	0	8	1	4	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/effective_reads_with_substitution	NA	100	55	288	214	566	190	156	671	17672	230	255	190	4	2357	1	332	256	168	21	180	1177	236	207	225	20123	201	31	75	253	126	206	165	50	61	87	53	803	165	231	747	9044	125	354	282	275	130
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/hp_count	NA	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832	72785832
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/indel_error_rate	NA	0.012675%	0.009915%	0.022239%	0.240024%	0.331646%	0.060648%	0.006167%	0.038943%	0.383310%	0.017227%	0.157865%	0.018427%	0.000000%	0.440835%	0.000000%	0.326205%	0.029259%	0.012473%	0.008163%	0.027907%	0.183415%	0.306883%	0.115741%	0.029328%	0.344533%	0.040148%	0.000000%	0.006670%	0.368550%	0.238095%	0.064341%	0.081081%	0.143885%	0.005516%	0.636943%	0.009170%	0.085319%	0.101833%	0.425697%	0.163018%	0.330538%	0.040123%	0.086597%	0.040502%	0.101010%	0.265957%
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/insertion_error_rate	NA	0.004225%	0.004958%	0.003706%	0.120012%	0.104730%	0.008664%	0.000000%	0.016690%	0.104945%	0.005742%	0.086108%	0.007371%	0.000000%	0.110209%	0.000000%	0.108735%	0.004180%	0.003118%	0.000000%	0.011163%	0.050022%	0.087681%	0.016534%	0.002933%	0.107926%	0.004461%	0.000000%	0.000000%	0.163800%	0.000000%	0.029696%	0.027027%	0.000000%	0.000000%	0.106157%	0.006113%	0.021330%	0.000000%	0.116099%	0.034932%	0.090147%	0.000000%	0.053291%	0.006750%	0.057720%	0.000000%
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/low_quality_reads	NA	11625	9052	13392	1375	2508	4566	6855	19162	63435	8133	3031	13425	6655	7964	162	1307	9339	14880	5612	19139	7749	1110	2866	15421	66035	11871	16054	26747	1212	772	9630	1466	333	7964	450	16816	13836	785	1118	6122	32526	3277	7371	8565	2975	1479
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/mean_effective_coverage	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/mean_spanning_coverage	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/percentage_discordant	NA	0.932239%	1.032064%	0.933461%	1.269191%	1.544582%	0.891287%	1.062663%	1.041519%	1.320617%	0.966118%	1.044461%	0.991590%	0.887519%	1.460722%	2.816901%	2.205537%	1.211144%	1.087229%	1.389637%	1.082974%	1.503048%	2.019364%	0.939106%	1.066877%	1.364712%	1.022390%	0.910955%	1.261112%	1.828154%	2.636535%	1.476523%	1.846270%	2.432432%	0.833146%	2.213280%	0.955307%	1.316423%	1.919051%	1.480904%	1.481783%	1.412145%	1.659787%	0.963325%	1.172571%	1.594555%	2.048023%
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/percentage_effective	NA	65.863364%	67.371409%	57.631101%	68.229273%	67.037210%	67.679137%	61.324358%	63.895208%	65.813360%	58.828497%	66.768877%	58.363984%	55.960389%	66.096691%	54.507042%	64.734866%	65.407223%	66.921953%	65.986211%	64.036671%	68.117972%	63.098202%	59.786477%	67.365406%	69.611846%	64.019305%	61.390178%	67.827493%	63.776443%	59.322034%	64.713984%	69.706104%	62.612613%	50.852783%	63.179074%	64.843920%	68.684205%	68.527565%	67.134321%	69.920619%	65.227455%	65.662598%	64.849454%	61.379739%	67.379679%	61.958569%
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/percentage_low_quality	NA	32.350077%	30.233801%	28.606216%	28.147390%	29.347063%	26.773777%	25.923685%	34.057301%	31.073197%	27.473567%	29.043695%	28.876557%	31.086510%	30.533298%	22.816901%	30.666354%	25.532438%	31.051753%	30.227297%	34.203049%	29.337826%	30.705394%	28.331356%	30.467253%	27.259142%	33.901645%	34.655154%	30.251996%	31.653173%	36.346516%	30.843636%	27.618689%	30.000000%	22.340664%	30.181087%	33.328709%	28.957117%	27.390091%	29.046506%	24.921636%	30.357843%	28.778432%	31.841548%	35.487881%	28.925620%	34.816384%
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/percentage_spanning	NA	98.221789%	97.611890%	86.247997%	96.458547%	96.524690%	94.464642%	87.278297%	97.980947%	97.058492%	86.318954%	95.870065%	87.244843%	87.051570%	96.802515%	77.323944%	95.588925%	90.999809%	97.975793%	96.213509%	98.243294%	97.535305%	93.941909%	88.187030%	97.844512%	97.033218%	97.929518%	96.045332%	98.080621%	95.586315%	95.762712%	95.567228%	97.362472%	92.612613%	73.199057%	93.427230%	98.174611%	97.691551%	96.022331%	96.258769%	94.919601%	95.720632%	94.467375%	96.738520%	96.888336%	96.412251%	96.822034%
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/phred	NA	38.970403	40.036974	36.528907	26.197453	24.793252	32.171830	42.099437	34.095709	24.164498	37.638022	28.017155	37.345438	93.000000	23.557237	93.000000	24.865092	35.337358	39.040254	40.881715	35.542832	27.365655	25.130272	29.365137	35.327162	24.627690	33.963350	93.000000	41.758668	24.335032	26.232493	31.915155	30.910805	28.419848	42.583499	21.958997	40.376522	30.689541	29.921115	23.708998	27.877640	24.807782	33.966061	30.624952	33.925211	29.956352	25.751878
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/spanning_reads	NA	35296	29225	40377	4712	8249	16110	23079	55128	198142	25553	10005	40561	18636	25249	549	4074	33285	46950	17863	54974	25762	3396	8921	49524	235062	34291	44493	86717	3660	2034	29838	5168	1028	26094	1393	49534	46678	2752	3705	23317	102557	10757	22394	23384	9916	4113
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/2/total_reads	NA	35935	29940	46815	4885	8546	17054	26443	56264	204147	29603	10436	46491	21408	26083	710	4262	36577	47920	18566	55957	26413	3615	10116	50615	242249	35016	46325	88414	3829	2124	31222	5308	1110	35648	1491	50455	47781	2866	3849	24565	107142	11387	23149	24135	10285	4248
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/deletion_error_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/discordant_reads	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/effective_reads	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/effective_reads_with_deletion	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/effective_reads_with_insertion	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/effective_reads_with_substitution	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/hp_count	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/indel_error_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/insertion_error_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/low_quality_reads	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/mean_effective_coverage	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/mean_spanning_coverage	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/percentage_discordant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/percentage_effective	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/percentage_low_quality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/percentage_spanning	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/phred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/spanning_reads	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/20/total_reads	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/deletion_error_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/discordant_reads	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/effective_reads	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/effective_reads_with_deletion	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/effective_reads_with_insertion	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/effective_reads_with_substitution	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/hp_count	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/indel_error_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/insertion_error_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/low_quality_reads	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/mean_effective_coverage	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/mean_spanning_coverage	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/percentage_discordant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/percentage_effective	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/percentage_low_quality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/percentage_spanning	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/phred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/spanning_reads	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/21/total_reads	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/22/deletion_error_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/22/discordant_reads	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/22/effective_reads	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/22/effective_reads_with_deletion	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/22/effective_reads_with_insertion	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/22/effective_reads_with_substitution	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/22/hp_count	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/22/indel_error_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/22/insertion_error_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/22/low_quality_reads	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/22/mean_effective_coverage	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/22/mean_spanning_coverage	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/22/percentage_discordant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/22/percentage_effective	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alignment_metrics/deduped_high_confidence/accuracy/hp_errors/G/22/percentage_low_quality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
